transaction_id,customer_id,txn_date,product,amount,currency,status,billing_period
T00000142,C000009,2024-02-01,Analytics Add-on,487.2,USD,succeeded,monthly
T00000143,C000009,2025-01-09,API Access,385.32,USD,succeeded,monthly
T00000144,C000009,2023-07-24,Storage Pack,418.92,USD,succeeded,annual
T00000145,C000009,2024-01-19,Core Platform,323.21,USD,succeeded,monthly
T00000146,C000009,2024-12-24,Core Platform,396.64,USD,succeeded,monthly
T00000147,C000009,2024-10-16,Storage Pack,305.22,USD,succeeded,monthly
T00000148,C000009,2023-06-28,Core Platform,494.28,USD,succeeded,monthly
T00000149,C000009,2023-11-29,Support Plus,503.53,USD,succeeded,monthly
T00000150,C000009,2023-10-03,Core Platform,274.53,USD,succeeded,monthly
T00000151,C000009,2025-10-17,API Access,445.79,USD,succeeded,annual
T00000152,C000009,2023-05-11,API Access,371.24,USD,succeeded,monthly
T00000153,C000009,2023-04-02,Core Platform,272.97,USD,succeeded,monthly
T00000154,C000009,2025-04-21,Storage Pack,358.84,USD,succeeded,annual
T00000155,C000009,2024-01-31,API Access,532.96,USD,succeeded,monthly
T00000156,C000009,2025-08-21,Analytics Add-on,338.58,USD,succeeded,monthly
T00000157,C000009,2025-11-29,Storage Pack,350.02,USD,succeeded,monthly
T00000158,C000009,2025-09-21,Core Platform,442.35,USD,succeeded,monthly
T00000159,C000009,2025-09-09,Analytics Add-on,413.07,USD,succeeded,monthly
T00000160,C000009,2025-11-08,API Access,332.14,USD,succeeded,monthly
T00000161,C000009,2023-01-31,Analytics Add-on,287.61,USD,succeeded,monthly
T00000162,C000009,2024-09-17,API Access,255.36,USD,succeeded,monthly
T00000163,C000009,2023-08-20,Core Platform,378.29,USD,succeeded,monthly
T00000164,C000009,2022-12-30,Support Plus,274.38,USD,failed,monthly
T00000165,C000009,2025-11-07,Support Plus,496.39,USD,succeeded,monthly
T00000166,C000009,2024-07-14,API Access,262.98,USD,succeeded,monthly
T00000167,C000010,2023-01-09,Core Platform,232.69,USD,succeeded,monthly
T00000168,C000010,2022-12-19,Core Platform,186.09,USD,failed,monthly
T00000169,C000010,2025-07-14,API Access,143.22,USD,succeeded,monthly
T00000170,C000010,2024-11-15,Core Platform,118.65,USD,succeeded,monthly
T00000171,C000010,2023-08-22,Core Platform,215.69,USD,succeeded,annual
T00000172,C000010,2025-07-10,Storage Pack,137.12,USD,succeeded,annual
T00000173,C000010,2022-05-18,Core Platform,209.73,USD,failed,monthly
T00000174,C000010,2025-03-25,Support Plus,111.1,USD,succeeded,monthly
T00000175,C000010,2023-04-13,API Access,231.51,USD,succeeded,monthly
T00000176,C000010,2025-12-15,API Access,100.4,USD,succeeded,monthly
T00000177,C000010,2025-08-13,Analytics Add-on,105.3,USD,succeeded,annual
T00000178,C000010,2024-01-28,Core Platform,190.97,USD,succeeded,monthly
T00000179,C000010,2023-05-01,Support Plus,170.59,USD,succeeded,monthly
T00000180,C000010,2025-01-14,Storage Pack,-216.55,USD,refunded,monthly
T00000181,C000010,2023-03-19,Storage Pack,224.41,USD,succeeded,monthly
T00000182,C000010,2024-08-17,Support Plus,149.04,USD,succeeded,monthly
T00000183,C000010,2024-10-21,Storage Pack,179.82,USD,succeeded,annual
T00000184,C000010,2024-04-07,Core Platform,223.27,USD,succeeded,monthly
T00000185,C000010,2025-02-27,Storage Pack,188.02,USD,succeeded,annual
T00000186,C000010,2022-10-31,Storage Pack,226.42,USD,succeeded,annual
T00000187,C000010,2025-12-28,Storage Pack,225.16,USD,succeeded,annual
T00000188,C000010,2025-09-23,Core Platform,226.88,USD,succeeded,monthly
T00000189,C000010,2023-11-01,Core Platform,191.79,USD,succeeded,monthly
T00000190,C000010,2024-01-09,API Access,204.72,USD,succeeded,monthly
T00000191,C000010,2022-06-25,Analytics Add-on,182.46,USD,succeeded,annual
T00000192,C000010,2025-01-31,Core Platform,159.69,USD,succeeded,monthly
T00000193,C000010,2023-12-07,Support Plus,115.13,USD,succeeded,monthly
T00000194,C000010,2023-02-19,Core Platform,127.5,USD,succeeded,monthly
T00000195,C000010,2023-11-26,Storage Pack,146.8,USD,succeeded,monthly
T00000196,C000010,2025-04-11,Support Plus,227.4,USD,succeeded,monthly
T00000197,C000010,2022-12-09,Core Platform,185.25,USD,succeeded,monthly
T00000198,C000010,2025-07-23,Core Platform,180.22,USD,succeeded,monthly
T00000199,C000010,2023-09-30,Storage Pack,127.43,USD,succeeded,monthly
T00000200,C000010,2025-11-30,Core Platform,104.22,USD,succeeded,monthly
T00000201,C000010,2024-04-07,API Access,214.82,USD,succeeded,annual
T00000202,C000010,2022-05-29,API Access,144.12,USD,succeeded,monthly
T00000203,C000010,2023-12-31,Analytics Add-on,157.21,USD,succeeded,monthly
T00000204,C000011,2025-04-24,Core Platform,0.0,USD,succeeded,annual
T00000205,C000011,2025-12-09,Analytics Add-on,11.96,USD,succeeded,monthly
T00000206,C000011,2025-11-05,Core Platform,0.0,USD,succeeded,monthly
T00000207,C000011,2025-07-02,Storage Pack,9.2,USD,succeeded,monthly
T00000208,C000011,2024-01-28,Core Platform,0.0,USD,succeeded,monthly
T00000209,C000011,2024-02-08,Core Platform,0.0,USD,succeeded,monthly
T00000210,C000011,2025-08-19,API Access,10.99,USD,succeeded,monthly
T00000211,C000011,2025-01-31,Core Platform,0.0,USD,succeeded,annual
T00000212,C000011,2025-02-20,Core Platform,0.0,USD,succeeded,monthly
T00000213,C000011,2024-02-17,Analytics Add-on,14.34,USD,succeeded,annual
T00000214,C000011,2024-04-06,Core Platform,-0.0,USD,refunded,monthly
T00000215,C000011,2024-03-28,Analytics Add-on,8.79,USD,succeeded,monthly
T00000216,C000011,2025-08-08,Core Platform,0.0,USD,succeeded,monthly
T00000217,C000011,2024-11-19,Core Platform,0.0,USD,succeeded,monthly
T00000218,C000012,2025-11-25,Core Platform,33.28,USD,succeeded,monthly
T00000219,C000013,2025-02-17,Analytics Add-on,77.06,USD,succeeded,annual
T00000220,C000013,2025-12-25,Storage Pack,37.89,USD,succeeded,annual
T00000221,C000013,2025-02-18,Analytics Add-on,44.89,USD,succeeded,monthly
T00000222,C000013,2025-03-30,Analytics Add-on,57.36,USD,succeeded,monthly
T00000223,C000013,2025-04-17,Core Platform,49.5,USD,succeeded,monthly
T00000224,C000013,2025-02-04,API Access,51.76,USD,succeeded,monthly
T00000225,C000014,2025-01-14,Analytics Add-on,178.52,USD,failed,monthly
T00000226,C000014,2025-09-09,Analytics Add-on,232.03,USD,succeeded,monthly
T00000227,C000014,2025-11-30,Core Platform,206.81,USD,succeeded,monthly
T00000228,C000014,2025-07-01,Analytics Add-on,183.29,USD,failed,annual
T00000229,C000014,2025-11-08,API Access,217.08,USD,succeeded,monthly
T00000230,C000014,2025-12-26,Core Platform,162.3,USD,succeeded,monthly
T00000231,C000014,2025-04-15,API Access,241.37,USD,succeeded,monthly
T00000232,C000014,2025-05-27,Storage Pack,144.28,USD,succeeded,annual
T00000233,C000014,2025-07-18,Storage Pack,231.52,USD,succeeded,annual
T00000234,C000014,2025-12-08,Core Platform,231.7,USD,succeeded,monthly
T00000235,C000014,2025-05-05,Core Platform,114.99,USD,succeeded,monthly
T00000236,C000014,2025-11-06,Core Platform,168.62,USD,succeeded,annual
T00000237,C000015,2025-07-27,Support Plus,140.33,USD,failed,monthly
T00000238,C000015,2025-06-20,Storage Pack,112.59,USD,succeeded,monthly
T00000239,C000015,2025-12-12,Support Plus,194.11,USD,succeeded,monthly
T00000240,C000015,2024-11-01,Analytics Add-on,226.22,USD,succeeded,monthly
T00000241,C000015,2024-12-30,API Access,138.51,USD,succeeded,monthly
T00000242,C000015,2025-03-07,Support Plus,122.87,USD,succeeded,monthly
T00000243,C000015,2025-02-16,Storage Pack,143.72,USD,succeeded,annual
T00000244,C000015,2025-01-25,Storage Pack,217.39,USD,succeeded,monthly
T00000245,C000015,2025-12-14,Core Platform,187.4,USD,succeeded,monthly
T00000246,C000015,2024-12-05,Core Platform,132.7,USD,succeeded,monthly
T00000247,C000015,2025-11-04,Core Platform,168.73,USD,succeeded,monthly
T00000248,C000015,2025-07-25,Core Platform,100.17,USD,succeeded,monthly
T00000249,C000015,2025-04-29,Core Platform,157.78,USD,succeeded,monthly
T00000250,C000015,2025-05-27,Core Platform,185.55,USD,succeeded,monthly
T00000251,C000015,2025-04-02,API Access,200.42,USD,succeeded,monthly
T00000252,C000016,2025-12-25,Storage Pack,547.07,USD,succeeded,annual
T00000253,C000016,2025-11-04,Core Platform,292.47,USD,succeeded,monthly
T00000254,C000016,2025-09-07,Analytics Add-on,618.91,USD,succeeded,monthly
T00000255,C000016,2025-10-14,API Access,490.22,USD,succeeded,annual
T00000256,C000016,2025-06-05,Core Platform,348.97,USD,succeeded,monthly
T00000257,C000016,2025-02-09,Storage Pack,498.82,USD,succeeded,monthly
T00000258,C000016,2025-02-10,Core Platform,545.78,USD,succeeded,monthly
T00000259,C000016,2025-11-22,Support Plus,381.54,USD,succeeded,monthly
T00000260,C000016,2025-09-29,Support Plus,401.26,USD,succeeded,monthly
T00000261,C000016,2025-05-12,Analytics Add-on,380.55,USD,succeeded,monthly
T00000262,C000017,2024-02-12,Analytics Add-on,226.93,USD,succeeded,monthly
T00000263,C000017,2025-01-02,Core Platform,172.67,USD,succeeded,monthly
T00000264,C000017,2024-02-17,Storage Pack,110.28,USD,succeeded,monthly
T00000265,C000017,2024-12-20,Core Platform,249.89,USD,succeeded,monthly
T00000266,C000017,2024-02-29,Storage Pack,197.03,USD,succeeded,monthly
T00000267,C000017,2025-07-22,Core Platform,121.96,USD,succeeded,monthly
T00000268,C000017,2024-07-27,Core Platform,164.65,USD,succeeded,monthly
T00000269,C000017,2025-06-04,Core Platform,209.84,USD,succeeded,monthly
T00000270,C000017,2025-04-02,Support Plus,208.91,USD,succeeded,monthly
T00000271,C000017,2025-05-28,Core Platform,213.43,USD,succeeded,annual
T00000272,C000017,2025-08-28,Analytics Add-on,189.68,USD,succeeded,annual
T00000273,C000017,2025-02-10,Core Platform,111.39,USD,succeeded,monthly
T00000274,C000017,2024-09-22,API Access,212.59,USD,succeeded,monthly
T00000275,C000017,2024-02-23,Core Platform,179.91,USD,succeeded,monthly
T00000276,C000017,2024-12-04,Core Platform,211.18,USD,succeeded,monthly
T00000277,C000017,2024-04-01,Core Platform,212.01,USD,succeeded,annual
T00000278,C000017,2024-05-27,API Access,211.52,USD,succeeded,monthly
T00000279,C000017,2025-02-08,Core Platform,149.09,USD,succeeded,monthly
T00000280,C000017,2024-05-07,Storage Pack,209.9,USD,succeeded,monthly
T00000281,C000018,2024-10-13,API Access,41.77,USD,failed,monthly
T00000282,C000018,2023-12-17,Core Platform,65.85,USD,succeeded,annual
T00000283,C000018,2025-05-01,Support Plus,42.98,USD,failed,monthly
T00000284,C000018,2024-11-07,API Access,49.83,USD,succeeded,annual
T00000285,C000018,2024-01-27,Support Plus,46.71,USD,succeeded,monthly
T00000286,C000018,2022-10-27,API Access,54.09,USD,succeeded,annual
T00000287,C000018,2024-11-17,Storage Pack,60.67,USD,succeeded,annual
T00000288,C000018,2025-10-22,Analytics Add-on,37.6,USD,succeeded,monthly
T00000289,C000018,2024-12-13,Core Platform,55.14,USD,succeeded,monthly
T00000290,C000018,2024-01-04,Support Plus,55.17,USD,succeeded,monthly
T00000291,C000018,2022-11-29,API Access,42.85,USD,succeeded,monthly
T00000292,C000018,2023-06-03,Storage Pack,31.09,USD,succeeded,annual
T00000293,C000018,2023-01-20,Core Platform,65.77,USD,succeeded,monthly
T00000294,C000018,2023-05-27,Core Platform,49.38,USD,succeeded,monthly
T00000295,C000018,2025-07-24,Analytics Add-on,64.4,USD,succeeded,monthly
T00000296,C000018,2023-11-10,Core Platform,62.26,USD,succeeded,annual
T00000297,C000018,2023-03-07,Core Platform,52.61,USD,succeeded,annual
T00000298,C000018,2023-02-28,Core Platform,45.24,USD,succeeded,monthly
T00000299,C000018,2025-01-17,Core Platform,54.2,USD,succeeded,monthly
T00000300,C000018,2025-04-01,Core Platform,48.37,USD,succeeded,annual
T00000301,C000018,2024-03-29,Core Platform,50.35,USD,succeeded,monthly
T00000302,C000018,2025-01-08,Analytics Add-on,30.05,USD,succeeded,monthly
T00000303,C000018,2025-03-21,API Access,50.74,USD,succeeded,monthly
T00000304,C000018,2024-06-02,Core Platform,49.41,USD,succeeded,monthly
T00000305,C000018,2024-12-14,Analytics Add-on,46.22,USD,succeeded,monthly
T00000306,C000018,2024-09-26,Core Platform,42.47,USD,succeeded,monthly
T00000307,C000018,2025-04-02,Core Platform,59.91,USD,succeeded,monthly
T00000308,C000018,2023-10-11,Analytics Add-on,43.43,USD,failed,monthly
T00000309,C000018,2022-11-08,Storage Pack,57.69,USD,succeeded,monthly
T00000310,C000018,2024-03-04,Analytics Add-on,64.87,USD,succeeded,monthly
T00000311,C000018,2024-04-21,Core Platform,36.28,USD,succeeded,annual
T00000312,C000018,2023-01-27,Support Plus,35.1,USD,succeeded,annual
T00000313,C000018,2023-01-05,Core Platform,32.81,USD,succeeded,annual
T00000314,C000018,2022-12-12,Storage Pack,37.97,USD,succeeded,monthly
T00000315,C000019,2025-05-31,Core Platform,0.0,USD,succeeded,monthly
T00000316,C000019,2025-07-17,Core Platform,0.0,USD,succeeded,monthly
T00000317,C000019,2025-06-06,Core Platform,0.0,USD,succeeded,annual
T00000318,C000019,2025-11-06,Core Platform,0.0,USD,succeeded,annual
T00000319,C000019,2025-04-21,API Access,11.7,USD,succeeded,monthly
T00000320,C000019,2025-12-14,Storage Pack,5.57,USD,succeeded,monthly
T00000321,C000019,2025-09-04,Core Platform,0.0,USD,succeeded,annual
T00000322,C000019,2025-07-02,Analytics Add-on,12.8,USD,succeeded,monthly
T00000323,C000019,2025-07-20,Analytics Add-on,12.13,USD,succeeded,monthly
T00000324,C000019,2025-11-27,Core Platform,0.0,USD,succeeded,monthly
T00000325,C000019,2025-06-01,Core Platform,0.0,USD,succeeded,monthly
T00000326,C000019,2025-04-23,API Access,11.03,USD,succeeded,monthly
T00000327,C000020,2023-10-11,Storage Pack,52.17,USD,succeeded,monthly
T00000328,C000020,2024-09-11,Storage Pack,68.08,USD,succeeded,monthly
T00000329,C000020,2024-08-28,Storage Pack,38.61,USD,succeeded,monthly
T00000330,C000020,2024-03-18,Core Platform,43.49,USD,succeeded,monthly
T00000331,C000020,2024-11-06,Analytics Add-on,83.99,USD,succeeded,monthly
T00000332,C000020,2023-12-17,Core Platform,38.47,USD,succeeded,annual
T00000333,C000020,2024-03-23,Core Platform,74.47,USD,succeeded,annual
T00000334,C000021,2025-07-17,Storage Pack,41.19,USD,succeeded,annual
T00000335,C000021,2024-03-27,Core Platform,36.36,USD,succeeded,monthly
T00000336,C000021,2025-10-21,Core Platform,41.32,USD,succeeded,monthly
T00000337,C000021,2024-12-05,Core Platform,47.38,USD,succeeded,monthly
T00000338,C000021,2024-04-28,Analytics Add-on,34.91,USD,succeeded,monthly
T00000339,C000021,2024-02-18,Core Platform,47.28,USD,succeeded,monthly
T00000340,C000021,2025-07-30,Support Plus,64.78,USD,succeeded,annual
T00000341,C000021,2025-04-25,Support Plus,47.88,USD,succeeded,annual
T00000342,C000021,2024-05-18,Storage Pack,28.33,USD,succeeded,monthly
T00000343,C000021,2024-06-07,Analytics Add-on,-60.29,USD,refunded,monthly
T00000344,C000021,2024-12-02,Core Platform,56.87,USD,succeeded,monthly
T00000345,C000021,2024-02-27,Support Plus,30.91,USD,succeeded,monthly
T00000346,C000021,2025-04-12,Core Platform,30.2,USD,failed,monthly
T00000347,C000021,2024-05-07,Storage Pack,43.41,USD,succeeded,monthly
T00000348,C000021,2025-12-27,Core Platform,30.56,USD,succeeded,monthly
T00000349,C000022,2023-08-28,Core Platform,143.07,USD,succeeded,monthly
T00000350,C000022,2024-03-02,Core Platform,212.52,USD,succeeded,monthly
T00000351,C000022,2025-01-26,Storage Pack,115.21,USD,succeeded,monthly
T00000352,C000022,2024-10-04,Core Platform,172.16,USD,succeeded,monthly
T00000353,C000022,2025-10-20,Analytics Add-on,141.13,USD,succeeded,monthly
T00000354,C000022,2025-10-24,Core Platform,205.96,USD,succeeded,monthly
T00000355,C000022,2024-06-18,API Access,149.16,USD,succeeded,monthly
T00000356,C000022,2023-11-04,Analytics Add-on,107.06,USD,succeeded,annual
T00000357,C000022,2025-01-23,Analytics Add-on,112.89,USD,succeeded,monthly
T00000358,C000022,2025-03-26,Analytics Add-on,108.85,USD,succeeded,monthly
T00000359,C000022,2025-12-29,API Access,171.87,USD,succeeded,monthly
T00000360,C000022,2025-10-21,Core Platform,179.38,USD,succeeded,annual
T00000361,C000022,2024-09-11,Support Plus,166.74,USD,succeeded,monthly
T00000362,C000022,2025-02-27,API Access,130.34,USD,succeeded,monthly
T00000363,C000022,2023-06-26,Analytics Add-on,175.12,USD,succeeded,monthly
T00000364,C000022,2025-03-14,Support Plus,143.88,USD,succeeded,monthly
T00000365,C000022,2024-07-31,Core Platform,154.93,USD,succeeded,monthly
T00000366,C000022,2025-10-30,API Access,140.91,USD,succeeded,monthly
T00000367,C000022,2025-02-12,Support Plus,107.29,USD,succeeded,annual
