fpr,tpr,threshold
0.05919854280510018,0.3881578947368421,0.31060903625213737
0.05919854280510018,0.39473684210526316,0.3059512530116871
0.0610200364298725,0.39473684210526316,0.30427745518384863
0.0610200364298725,0.40789473684210525,0.29997990292746174
0.061930783242258654,0.40789473684210525,0.29873265567787216
0.061930783242258654,0.4144736842105263,0.29333275259052943
0.06284153005464481,0.4144736842105263,0.2866104633551538
0.06284153005464481,0.42105263157894735,0.28595991198123555
0.0692167577413479,0.42105263157894735,0.2693368896048867
0.0692167577413479,0.4342105263157895,0.26799651848901457
0.07650273224043716,0.4342105263157895,0.25826532890380244
0.07650273224043716,0.4473684210526316,0.2551031890308557
0.07741347905282331,0.4473684210526316,0.25322294424142083
0.07741347905282331,0.45394736842105265,0.25132068262108387
0.07832422586520947,0.45394736842105265,0.2504521354886171
0.07832422586520947,0.4605263157894737,0.25020259389960486
0.08287795992714025,0.4605263157894737,0.24421469818104183
0.08287795992714025,0.46710526315789475,0.24188505478248304
0.08652094717668488,0.46710526315789475,0.23364528617337252
0.08652094717668488,0.4868421052631579,0.22905003332336615
0.0883424408014572,0.4868421052631579,0.22777210827190206
0.0883424408014572,0.4934210526315789,0.22753244869565606
0.09107468123861566,0.4934210526315789,0.22157278438624256
0.09107468123861566,0.5,0.22029656549827467
0.09289617486338798,0.5,0.21730093044137483
0.09289617486338798,0.506578947368421,0.2171180194611322
0.09744990892531877,0.506578947368421,0.2070587227466782
0.09744990892531877,0.5131578947368421,0.20645361357738684
0.09836065573770492,0.5131578947368421,0.20625626153950338
0.09836065573770492,0.5197368421052632,0.2053920979747496
0.09927140255009108,0.5197368421052632,0.20399816941554122
0.09927140255009108,0.5263157894736842,0.20270584023213695
0.10200364298724955,0.5263157894736842,0.2018530879982659
0.10200364298724955,0.5328947368421053,0.2001171605596172
0.10564663023679417,0.5328947368421053,0.1949263910076314
0.10564663023679417,0.5394736842105263,0.19432684392839855
0.10655737704918032,0.5394736842105263,0.1934663993937436
0.10655737704918032,0.5460526315789473,0.18857130160184932
0.10837887067395265,0.5460526315789473,0.18784859367737627
0.10837887067395265,0.5526315789473685,0.18611320835573242
0.1092896174863388,0.5526315789473685,0.18575453108570963
0.1092896174863388,0.5592105263157895,0.18333718019871345
0.1111111111111111,0.5592105263157895,0.18194973657483204
0.1111111111111111,0.5657894736842105,0.18068915490607118
0.11384335154826958,0.5657894736842105,0.1783655985624095
0.11384335154826958,0.5723684210526315,0.17826087078904387
0.11748633879781421,0.5723684210526315,0.1764751551136274
0.11748633879781421,0.5789473684210527,0.17597548383637707
0.12295081967213115,0.5789473684210527,0.17228556311899848
0.12295081967213115,0.5855263157894737,0.17178129571809705
0.12477231329690346,0.5855263157894737,0.1709012874446834
0.12477231329690346,0.5921052631578947,0.1708976242958436
0.12659380692167577,0.5921052631578947,0.16959591278554803
0.12659380692167577,0.5986842105263158,0.16836469466005707
0.12750455373406194,0.5986842105263158,0.16788947640336746
0.12750455373406194,0.6052631578947368,0.16744808563249308
0.13114754098360656,0.6052631578947368,0.1662072709312092
0.13114754098360656,0.6118421052631579,0.16466521343337356
0.13296903460837886,0.6118421052631579,0.16230464673875855
0.13296903460837886,0.618421052631579,0.16183739717189327
0.13934426229508196,0.618421052631579,0.158141443314327
0.13934426229508196,0.625,0.15564066777459756
0.14025500910746813,0.625,0.15543245557270613
0.14025500910746813,0.6447368421052632,0.15070755240554537
0.1429872495446266,0.6447368421052632,0.14813651944862757
0.1429872495446266,0.6513157894736842,0.14783374713633116
0.14845173041894352,0.6513157894736842,0.1448780086764406
0.14845173041894352,0.6578947368421053,0.14370476870634058
0.15482695810564662,0.6578947368421053,0.13642192846649914
0.15482695810564662,0.6710526315789473,0.13542598611909476
0.16029143897996356,0.6710526315789473,0.12970441651393497
0.16029143897996356,0.6776315789473685,0.12939486894191973
0.16848816029143898,0.6776315789473685,0.12477060693695914
0.16848816029143898,0.6842105263157895,0.12469525045488668
0.1830601092896175,0.6842105263157895,0.11601175315573946
0.1830601092896175,0.6907894736842105,0.11549075372854482
0.19581056466302368,0.6907894736842105,0.10975488153930467
0.19581056466302368,0.6973684210526315,0.1090824210001982
0.19854280510018216,0.6973684210526315,0.1083650491741312
0.19854280510018216,0.7105263157894737,0.10750299701705428
0.20947176684881602,0.7105263157894737,0.10382130497949965
0.20947176684881602,0.7171052631578947,0.10337456894531405
0.2122040072859745,0.7171052631578947,0.10227836576924369
0.2122040072859745,0.7236842105263158,0.10134390358468578
0.2185792349726776,0.7236842105263158,0.09830787761920105
0.2185792349726776,0.7302631578947368,0.09810887587834202
0.22313296903460839,0.7302631578947368,0.09733234597156162
0.22313296903460839,0.7368421052631579,0.09711159210870678
0.22586520947176686,0.7368421052631579,0.09483822728029852
0.22586520947176686,0.743421052631579,0.09479480401343518
0.23224043715846995,0.743421052631579,0.09302692661309864
0.23224043715846995,0.75,0.09298774246728675
0.23406193078324225,0.75,0.09290264045813434
0.23406193078324225,0.756578947368421,0.0927493277140021
0.24772313296903462,0.756578947368421,0.08905167347725276
0.24772313296903462,0.7631578947368421,0.08885980608084568
0.26320582877959925,0.7631578947368421,0.08345160022294086
0.26320582877959925,0.7697368421052632,0.08338471758135824
0.27231329690346084,0.7697368421052632,0.08094036874499798
0.27231329690346084,0.7763157894736842,0.0807290872161281
0.28688524590163933,0.7763157894736842,0.07680067957112444
0.28688524590163933,0.7894736842105263,0.07603516278534846
0.2987249544626594,0.7894736842105263,0.07358704159992976
0.2987249544626594,0.7960526315789473,0.07355922944216553
0.3132969034608379,0.7960526315789473,0.0681093884252431
0.3132969034608379,0.8026315789473685,0.0678050192671801
0.33060109289617484,0.8026315789473685,0.06566149932328613
0.33060109289617484,0.8092105263157895,0.06554789919351246
0.331511839708561,0.8092105263157895,0.06519589052976343
0.331511839708561,0.8157894736842105,0.0651695257808335
0.3424408014571949,0.8157894736842105,0.06361078647396276
0.3424408014571949,0.8223684210526315,0.06359476194157468
0.3697632058287796,0.8223684210526315,0.058339875568263665
0.3697632058287796,0.8289473684210527,0.058280614988191225
0.3907103825136612,0.8289473684210527,0.05534537932170791
0.3907103825136612,0.8355263157894737,0.05522699334318313
0.4180327868852459,0.8355263157894737,0.050648479139287654
0.4180327868852459,0.8421052631578947,0.05058529409976803
0.42896174863387976,0.8421052631578947,0.04758210357167158
0.42896174863387976,0.8486842105263158,0.04748706944606683
0.4644808743169399,0.8486842105263158,0.043165390412863575
0.4644808743169399,0.8552631578947368,0.04308143274852983
0.47176684881602915,0.8552631578947368,0.04170237428039832
0.47176684881602915,0.8618421052631579,0.04167844059436953
0.47996357012750457,0.8618421052631579,0.04084408846379416
0.47996357012750457,0.875,0.04071385118666039
0.5109289617486339,0.875,0.0375414855850275
0.5109289617486339,0.8947368421052632,0.037480407146589234
0.5273224043715847,0.8947368421052632,0.03579502034114934
0.5273224043715847,0.9013157894736842,0.03571227369562209
0.5400728597449909,0.9013157894736842,0.03438754579836892
0.5400728597449909,0.9078947368421053,0.03436017514985001
0.5537340619307832,0.9078947368421053,0.0331429499331522
0.5537340619307832,0.9144736842105263,0.03314171157359822
0.5828779599271403,0.9144736842105263,0.030982660215388376
0.5828779599271403,0.9210526315789473,0.03092134695587629
0.5947176684881603,0.9210526315789473,0.029988175427117913
0.5947176684881603,0.9276315789473685,0.029784271198843894
0.6056466302367942,0.9276315789473685,0.02906504119499863
0.6056466302367942,0.9342105263157895,0.029057382297141093
0.6220400728597449,0.9342105263157895,0.02806077875367678
0.6220400728597449,0.9407894736842105,0.02804977739939083
0.6438979963570127,0.9407894736842105,0.026532202401623135
0.6438979963570127,0.9473684210526315,0.02634563781883706
0.6721311475409836,0.9473684210526315,0.024105806876516055
0.6721311475409836,0.9539473684210527,0.024098286616313417
0.6894353369763205,0.9539473684210527,0.023342976173936072
0.6894353369763205,0.9605263157894737,0.02332872436282138
0.7085610200364298,0.9605263157894737,0.021997247897547312
0.7085610200364298,0.9671052631578947,0.02195008680780208
0.7140255009107468,0.9671052631578947,0.021350454296164553
0.7140255009107468,0.9736842105263158,0.021282222460286913
0.7358834244080146,0.9736842105263158,0.020478073353023724
0.7358834244080146,0.9802631578947368,0.02023926298066401
0.7395264116575592,0.9802631578947368,0.02006306253817954
0.7395264116575592,0.9868421052631579,0.02004568388359744
0.7632058287795993,0.9868421052631579,0.01869918703817613
0.7632058287795993,0.993421052631579,0.018531174378584744
0.7805100182149363,0.993421052631579,0.01750108209823985
0.7805100182149363,1.0,0.017394338504874558
1.0,1.0,0.003243654416636287
